Listening to port 4567
Connected!!!
-40.6201,108.73,-32.1617,113.361

******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit http://projects.coin-or.org/Ipopt
******************************************************************************

-40.6201,108.73,-32.1617,113.361
-40.6256,108.726,-32.1617,113.361
-40.6442,108.714,-32.1617,113.361
-40.6705,108.696,-32.1617,113.361
-40.7124,108.668,-32.1617,113.361
-40.7677,108.63,-32.1617,113.361
-40.8462,108.577,-32.1617,113.361
-40.9263,108.522,-32.1617,113.361
-41.0168,108.459,-32.1617,113.361
-41.1035,108.399,-32.1617,113.361
-41.2318,108.308,-32.1617,113.361
-41.3562,108.219,-32.1617,113.361
-41.4716,108.136,-32.1617,113.361
-41.6159,108.03,-32.1617,113.361
-41.8165,107.88,-32.1617,113.361
-41.984,107.752,-32.1617,113.361
-42.1604,107.615,-32.1617,113.361
-42.3456,107.468,-32.1617,113.361
-42.5677,107.289,-32.1617,113.361
-42.7709,107.123,-32.1617,113.361
-43.0129,106.921,-32.1617,113.361
-43.2333,106.735,-32.1617,113.361
-43.4617,106.54,-32.1617,113.361
-43.6981,106.336,-32.1617,113.361
-43.9426,106.124,-43.4917,105.941
-44.1953,105.905,-43.4917,105.941
-44.4952,105.646,-43.4917,105.941
-44.7278,105.447,-43.4917,105.941
-45.0075,105.208,-43.4917,105.941
-45.3381,104.928,-43.4917,105.941
-45.5937,104.713,-43.4917,105.941
-45.9452,104.422,-43.4917,105.941
-46.2626,104.161,-43.4917,105.941
-46.5894,103.896,-43.4917,105.941
-46.9254,103.627,-43.4917,105.941
-47.2707,103.354,-43.4917,105.941
-47.625,103.077,-43.4917,105.941
-47.9883,102.796,-43.4917,105.941
-48.3066,102.552,-43.4917,105.941
-48.6859,102.264,-43.4917,105.941
-49.0735,101.972,-43.4917,105.941
-49.4693,101.675,-43.4917,105.941
-49.9312,101.331,-43.4917,105.941
-50.3435,101.026,-43.4917,105.941
-50.7631,100.716,-43.4917,105.941
-51.1896,100.401,-43.4917,105.941
-51.6854,100.035,-43.4917,105.941
-52.1263,99.7104,-43.4917,105.941
-52.5735,99.3803,-43.4917,105.941
-52.9617,99.0934,-43.4917,105.941
-53.486,98.7049,-43.4917,105.941
-53.951,98.3595,-43.4917,105.941
-54.4216,98.009,-43.4917,105.941
-54.9662,97.6021,-43.4917,105.941
-55.4484,97.2405,-43.4917,105.941
-55.9358,96.8738,-43.4917,105.941
-56.4991,96.4484,-43.4917,105.941
-56.9973,96.0708,-43.4917,105.941
-57.5003,95.6882,-43.4917,105.941
-58.0811,95.2447,-43.4917,105.941
-58.5943,94.8514,-43.4917,105.941
-59.112,94.4532,-43.4917,105.941
-59.5594,94.108,-43.4917,105.941
-60.161,93.6423,-43.4917,105.941
-60.692,93.2297,-43.4917,105.941
-61.2273,92.8124,-61.09,92.885
-61.7667,92.3904,-61.09,92.885
-62.3088,91.9621,-61.09,92.885
-62.9313,91.4645,-61.09,92.885
-63.4786,91.0244,-61.09,92.885
-64.0293,90.5804,-61.09,92.885
-64.6652,90.0668,-61.09,92.885
-65.2231,89.6149,-61.09,92.885
-65.7826,89.1607,-61.09,92.885
-66.3501,88.6985,-61.09,92.885
-67.001,88.1664,-61.09,92.885
-67.5732,87.6974,-61.09,92.885
-68.0663,87.2926,-61.09,92.885
-68.6466,86.8154,-61.09,92.885
-69.3131,86.2663,-61.09,92.885
-69.896,85.7837,-61.09,92.885
-70.4868,85.2929,-61.09,92.885
-71.0785,84.8007,-61.09,92.885
-71.5894,84.3749,-61.09,92.885
-72.1891,83.8732,-61.09,92.885
-72.7052,83.4404,-61.09,92.885
-73.3083,82.9338,-61.09,92.885
-74.0031,82.3485,-61.09,92.885
-74.6155,81.8308,-61.09,92.885
-75.2269,81.312,-61.09,92.885
-75.7543,80.8632,-61.09,92.885
-76.3736,80.3346,-61.09,92.885
-76.9918,79.8052,-61.09,92.885
-77.6157,79.2691,-61.09,92.885
-78.3293,78.6537,-78.2917,78.731
-78.9543,78.1128,-78.2917,78.731
-79.5864,77.5671,-78.2917,78.731
-80.1297,77.0995,-78.2917,78.731
-80.7636,76.5521,-78.2917,78.731
-81.3091,76.078,-78.2917,78.731
-81.9483,75.5193,-78.2917,78.731
-82.5849,74.96,-78.2917,78.731
-83.1322,74.477,-78.2917,78.731
-83.7732,73.9085,-78.2917,78.731
-84.4099,73.34,-78.2917,78.731
-85.0517,72.7638,-78.2917,78.731
-85.7843,72.1027,-78.2917,78.731
-86.425,71.5219,-78.2917,78.731
-87.0703,70.9343,-78.2917,78.731
-87.713,70.3467,-78.2917,78.731
-88.3608,69.7519,-78.2917,78.731
-88.915,69.2413,-78.2917,78.731
-89.5613,68.6432,-78.2917,78.731
-90.212,68.0388,-78.2917,78.731
-90.8602,67.4342,-78.2917,78.731
-91.5128,66.8229,-78.2917,78.731
-92.0712,66.2978,-78.2917,78.731
-92.7217,65.6838,-78.2917,78.731
-93.3769,65.0628,-93.05,65.341
-93.9373,64.5296,-93.05,65.341
